0	0	-0.0857143
1	1	0.113793
2	2	0.0631579
3	3	-0.3
3	4	0.264
4	5	-0.00612245
5	6	-0.00833333
6	7	0.0866667
7	8	0.27
8	9	-0.0328767
9	11	0.248936
10	12	-0.3
10	13	0.3
11	14	0.144
12	15	0.171429
13	16	0.0633028
14	17	0.220755
15	18	-0.142105
17	19	0.162712
18	20	0.275
19	21	0
20	22	-0.3
20	23	0.240845
21	24	-0.16875
22	25	-0.0495146
23	27	-0.0636364
24	28	0.131707
25	29	-0.3
25	30	0.236842
26	31	-0.0136364
27	32	-0.015
29	33	0.092126
30	34	0.146667
31	35	0.0307692
32	36	0
33	37	0.1
34	38	0.0469565
