0	0	-0.0692308
2	1	0.075
3	2	0.06
4	3	0.0717391
5	4	0.153061
6	5	-0.0328125
8	6	0.241667
9	7	-0.3
9	8	-0.00208333
11	9	0.00891089
12	10	-0.123529
13	11	0.271429
14	12	-0.0428571
15	13	0.0243243
16	14	0.194444
17	15	0.06
18	16	-0.01875
19	17	0.24
20	18	0.11875
21	19	0.104
22	20	0.0725
23	21	-0.230769
24	22	0.101163
25	23	0.00638298
26	24	0.084375
27	25	0.00337079
28	26	-0.025
29	27	0.15
30	28	0.122951
31	29	-0.0254717
32	31	-0.0339623
33	32	0.0552632
34	33	-0.05625
35	34	0.19
36	35	-0.375
37	36	0.2
38	37	0.24
39	38	-0.0375
40	39	0.138462
41	40	-0.00681818
42	41	0.12
43	42	0.0676056
