0	0	0.0847826
1	1	-0.0617647
2	2	0.142857
3	3	0.0804878
4	4	-0.0486486
6	5	0.0765957
7	6	0.0642857
8	7	0.0566038
9	8	0.127174
10	9	-0.0932432
11	11	0.26
12	12	0.190909
13	13	-0.05
14	14	0.1425
15	15	0.106452
16	16	0
17	17	0.0583333
18	18	-0.0103448
20	19	0
21	20	-0.0230769
22	21	0.113115
23	22	-0.0589286
24	23	-0.3
24	24	0.266102
25	25	0.0733333
26	26	-0.0705882
27	27	-0.3
27	28	0.253846
28	29	0.0483871
29	30	0.170588
30	31	-0.197143
32	32	-0.0617647
33	33	0.156
34	34	0.168293
35	35	-0.0375
36	36	-0.0315789
38	37	0.207692
39	38	-0.109091
40	39	0.0692308
41	40	0.3
42	41	-0.130714
43	43	-0.0230769
44	44	0.0105263
