0	0	-0.228
1	1	0.0208333
2	2	0.2875
3	3	-0.0833333
4	4	0.193333
5	5	0.205263
6	6	0.164516
7	7	-0.0441176
8	8	-0.3
8	9	0.235714
9	10	0.284615
10	11	0.12
11	12	0.287838
12	13	0.0886364
13	14	0.106667
14	15	0.0236842
15	16	-0.3
15	17	0.0292683
16	18	0.288462
17	19	0.188462
18	20	-0.0402985
19	21	0.178947
20	22	-0.0375
21	23	-0.123529
22	24	0.16
23	25	0
24	26	-0.3
24	27	0.1875
25	28	-0.0142857
26	29	0.103846
27	30	0.171429
28	31	0.266667
29	32	0.0774194
30	33	0.24
31	34	-0.0857143
32	35	0.025
33	36	-0.3
33	37	0.19375
34	38	0.104651
35	39	0.227273
36	40	-0.3
36	41	0.275
37	42	0.274286
38	43	0.265909
39	44	0.285714
40	45	0.245455
41	46	-0.00535714
43	47	-0.0673469
44	48	0.255556
45	49	0.0681818
46	50	-0.0685714
47	51	0.166667
48	52	0.192857
49	53	0.06
50	54	0.0272727
51	55	0.0583333
52	56	0.286957
53	57	-0.3
