	to_lang	title	to_id	from_id	from_title	authorid	workid	from_file	to_file	author_genre
urn:cts:greekLit:tlg0014.tlg044	eng	Aristodemus Against Leochares Regarding the Estate of Archiades	urn:cts:greekLit:tlg0014.tlg044.perseus-eng2	urn:cts:greekLit:tlg0014.tlg044.perseus-grc2	πρὸς Λεωκάρη περὶ τοῦ Ἀρχιάδου κλήρου	tlg0014	tlg044	tlg0014.tlg044.perseus-grc2	tlg0014.tlg044.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg045	eng	Apollodorus Against Stephanus, Charged with False Testimony I	urn:cts:greekLit:tlg0014.tlg045.perseus-eng2	urn:cts:greekLit:tlg0014.tlg045.perseus-grc2	κατὰ Στεφάνου ψευδομαρτυριῶν α΄	tlg0014	tlg045	tlg0014.tlg045.perseus-grc2	tlg0014.tlg045.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg046	eng	Apollodorus Against Stephanus, Charged with False Testimony II	urn:cts:greekLit:tlg0014.tlg046.perseus-eng2	urn:cts:greekLit:tlg0014.tlg046.perseus-grc2	κατὰ Στεφάνου ψευδομαρτυριῶν β΄	tlg0014	tlg046	tlg0014.tlg046.perseus-grc2	tlg0014.tlg046.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg047	eng	Unknown Pleader Against Evergus and Mnesibulus, About False Testimony	urn:cts:greekLit:tlg0014.tlg047.perseus-eng2	urn:cts:greekLit:tlg0014.tlg047.perseus-grc2	κατὰ Εὐέργου καὶ Μνησιβούλου ψευδομαρτυριῶν	tlg0014	tlg047	tlg0014.tlg047.perseus-grc2	tlg0014.tlg047.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg048	eng	Callistratus Against Olympiodorus, an Action for Damages	urn:cts:greekLit:tlg0014.tlg048.perseus-eng2	urn:cts:greekLit:tlg0014.tlg048.perseus-grc2	κατὰ Ὀλυμπιοδώρου βλάβης	tlg0014	tlg048	tlg0014.tlg048.perseus-grc2	tlg0014.tlg048.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg049	eng	Apollodorus Against Timotheus in the Matter of a Debt	urn:cts:greekLit:tlg0014.tlg049.perseus-eng2	urn:cts:greekLit:tlg0014.tlg049.perseus-grc2	πρὸς Τιμόθεον ὑπὲρ χρέως	tlg0014	tlg049	tlg0014.tlg049.perseus-grc2	tlg0014.tlg049.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg050	eng	Apollodorus Against Polycles for Expenses Incurred while Serving as Trierarch	urn:cts:greekLit:tlg0014.tlg050.perseus-eng2	urn:cts:greekLit:tlg0014.tlg050.perseus-grc2	πρὸς Πολυκλέα περὶ τοῦ ἐπιτριηραρχήματος	tlg0014	tlg050	tlg0014.tlg050.perseus-grc2	tlg0014.tlg050.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg051	eng	On the Trierarchic Crown, by an Unknown Pleader	urn:cts:greekLit:tlg0014.tlg051.perseus-eng2	urn:cts:greekLit:tlg0014.tlg051.perseus-grc2	περὶ τοῦ Στεφάνου τῆς τριηραρκίας	tlg0014	tlg051	tlg0014.tlg051.perseus-grc2	tlg0014.tlg051.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg052	eng	Apollodorus Against Callippus	urn:cts:greekLit:tlg0014.tlg052.perseus-eng2	urn:cts:greekLit:tlg0014.tlg052.perseus-grc2	πρὸς Κάλλιππον	tlg0014	tlg052	tlg0014.tlg052.perseus-grc2	tlg0014.tlg052.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg053	eng	Apollodorus Against Nicostratus in the Matter of Slaves of Aresthusius	urn:cts:greekLit:tlg0014.tlg053.perseus-eng2	urn:cts:greekLit:tlg0014.tlg053.perseus-grc2	πρὸς Νικόστρατον περὶ ἀνδραπόδων ἀπογραφῆς Ἀρεθουσίου	tlg0014	tlg053	tlg0014.tlg053.perseus-grc2	tlg0014.tlg053.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg054	eng	Ariston Against Conon, an Action for Assault	urn:cts:greekLit:tlg0014.tlg054.perseus-eng2	urn:cts:greekLit:tlg0014.tlg054.perseus-grc2	κατὰ Κόνωνος αἰκείας	tlg0014	tlg054	tlg0014.tlg054.perseus-grc2	tlg0014.tlg054.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg055	eng	The Son of Teisias Against Callicles, Regarding Damage to a Piece of Property	urn:cts:greekLit:tlg0014.tlg055.perseus-eng2	urn:cts:greekLit:tlg0014.tlg055.perseus-grc2	πρὸς Καλλικλέα περὶ χωρίου βλάβης	tlg0014	tlg055	tlg0014.tlg055.perseus-grc2	tlg0014.tlg055.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg056	eng	Dareius Against Dionysodorus in the Matter of a Loan	urn:cts:greekLit:tlg0014.tlg056.perseus-eng2	urn:cts:greekLit:tlg0014.tlg056.perseus-grc2	κατὰ Διονυσοδώρου βλάβης	tlg0014	tlg056	tlg0014.tlg056.perseus-grc2	tlg0014.tlg056.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg057	eng	Euxitheus Against Eubulides, an Appeal	urn:cts:greekLit:tlg0014.tlg057.perseus-eng2	urn:cts:greekLit:tlg0014.tlg057.perseus-grc2	ἔφεσις πρὸς Εὐβουλίδην	tlg0014	tlg057	tlg0014.tlg057.perseus-grc2	tlg0014.tlg057.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg058	eng	Epichares Against Theocrines, a Criminal Information	urn:cts:greekLit:tlg0014.tlg058.perseus-eng2	urn:cts:greekLit:tlg0014.tlg058.perseus-grc2	ἔνδειξις κατὰ Θεοκρίνου	tlg0014	tlg058	tlg0014.tlg058.perseus-grc2	tlg0014.tlg058.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg059	eng	Theomnestus and Apollodorus Against Neaera	urn:cts:greekLit:tlg0014.tlg059.perseus-eng2	urn:cts:greekLit:tlg0014.tlg059.perseus-grc2	κατὰ Νεαίρας	tlg0014	tlg059	tlg0014.tlg059.perseus-grc2	tlg0014.tlg059.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg060	eng	The Funeral Speech	urn:cts:greekLit:tlg0014.tlg060.perseus-eng2	urn:cts:greekLit:tlg0014.tlg060.perseus-grc2	ἐπιτάφιος	tlg0014	tlg060	tlg0014.tlg060.perseus-grc2	tlg0014.tlg060.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg061	eng	The Erotic Essay	urn:cts:greekLit:tlg0014.tlg061.perseus-eng2	urn:cts:greekLit:tlg0014.tlg061.perseus-grc2	ἐρωτικὸς	tlg0014	tlg061	tlg0014.tlg061.perseus-grc2	tlg0014.tlg061.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg062	eng	Exordia	urn:cts:greekLit:tlg0014.tlg062.perseus-eng2	urn:cts:greekLit:tlg0014.tlg062.perseus-grc2	προοίμια δημηγορικά	tlg0014	tlg062	tlg0014.tlg062.perseus-grc2	tlg0014.tlg062.perseus-eng2	Oratores
urn:cts:greekLit:tlg0014.tlg063	eng	Letters	urn:cts:greekLit:tlg0014.tlg063.perseus-eng2	urn:cts:greekLit:tlg0014.tlg063.perseus-grc2	Δημοσθένους ἐπιστολαὶ	tlg0014	tlg063	tlg0014.tlg063.perseus-grc2	tlg0014.tlg063.perseus-eng2	Oratores
urn:cts:greekLit:tlg0016.tlg001	eng	Histories	urn:cts:greekLit:tlg0016.tlg001.perseus-eng2	urn:cts:greekLit:tlg0016.tlg001.perseus-grc2	Ἱστορίαι	tlg0016	tlg001	tlg0016.tlg001.perseus-grc2	tlg0016.tlg001.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0017.tlg001	eng	On The Estate of Cleonymus	urn:cts:greekLit:tlg0017.tlg001.perseus-eng2	urn:cts:greekLit:tlg0017.tlg001.perseus-grc2	Περὶ τοῦ Κλεωνύμου κλήρου	tlg0017	tlg001	tlg0017.tlg001.perseus-grc2	tlg0017.tlg001.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg002	eng	On the Estate of Menecles	urn:cts:greekLit:tlg0017.tlg002.perseus-eng2	urn:cts:greekLit:tlg0017.tlg002.perseus-grc2	Περὶ τοῦ Μενεκλέους κλήρου	tlg0017	tlg002	tlg0017.tlg002.perseus-grc2	tlg0017.tlg002.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg003	eng	On The Estate Of Pyrrhus	urn:cts:greekLit:tlg0017.tlg003.perseus-eng2	urn:cts:greekLit:tlg0017.tlg003.perseus-grc2	Περὶ τοῦ Πύρρου κλήρου	tlg0017	tlg003	tlg0017.tlg003.perseus-grc2	tlg0017.tlg003.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg004	eng	On the Estate of Nicostratus	urn:cts:greekLit:tlg0017.tlg004.perseus-eng2	urn:cts:greekLit:tlg0017.tlg004.perseus-grc2	Περὶ τοῦ Νικοστράτου κλήρου (ἐπίλογος)	tlg0017	tlg004	tlg0017.tlg004.perseus-grc2	tlg0017.tlg004.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg005	eng	On the Estate of Dicaeogenes	urn:cts:greekLit:tlg0017.tlg005.perseus-eng2	urn:cts:greekLit:tlg0017.tlg005.perseus-grc2	Περὶ τοῦ Δικαιογένους κλήρου	tlg0017	tlg005	tlg0017.tlg005.perseus-grc2	tlg0017.tlg005.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg006	eng	On the Estate of Philoctemon	urn:cts:greekLit:tlg0017.tlg006.perseus-eng2	urn:cts:greekLit:tlg0017.tlg006.perseus-grc2	Περὶ τοῦ Φιλοκτήμονος κλήρου	tlg0017	tlg006	tlg0017.tlg006.perseus-grc2	tlg0017.tlg006.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg007	eng	On The Estate of Apollodorus	urn:cts:greekLit:tlg0017.tlg007.perseus-eng2	urn:cts:greekLit:tlg0017.tlg007.perseus-grc2	Περὶ τοῦ Απολλοδώρου κλήρου	tlg0017	tlg007	tlg0017.tlg007.perseus-grc2	tlg0017.tlg007.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg008	eng	On The Estate of Ciron	urn:cts:greekLit:tlg0017.tlg008.perseus-eng2	urn:cts:greekLit:tlg0017.tlg008.perseus-grc2	Περὶ τοῦ Κίρωνος κλήρου	tlg0017	tlg008	tlg0017.tlg008.perseus-grc2	tlg0017.tlg008.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg009	eng	On the Estate of Astyphilus	urn:cts:greekLit:tlg0017.tlg009.perseus-eng2	urn:cts:greekLit:tlg0017.tlg009.perseus-grc2	Περὶ τοῦ Ἀστυφίλου κλήρου	tlg0017	tlg009	tlg0017.tlg009.perseus-grc2	tlg0017.tlg009.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg010	eng	On The Estate of Aristarchus	urn:cts:greekLit:tlg0017.tlg010.perseus-eng2	urn:cts:greekLit:tlg0017.tlg010.perseus-grc2	Πρὸς Ξεναίνετον περὶ τοῦ Ἀριστάρχου κλήρου	tlg0017	tlg010	tlg0017.tlg010.perseus-grc2	tlg0017.tlg010.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg011	eng	On the Estate of Hagnias	urn:cts:greekLit:tlg0017.tlg011.perseus-eng2	urn:cts:greekLit:tlg0017.tlg011.perseus-grc2	Περὶ τοῦ Ἁγνίου κλήρου	tlg0017	tlg011	tlg0017.tlg011.perseus-grc2	tlg0017.tlg011.perseus-eng2	Oratores
urn:cts:greekLit:tlg0017.tlg012	eng	On Behalf of Euphiletus	urn:cts:greekLit:tlg0017.tlg012.perseus-eng2	urn:cts:greekLit:tlg0017.tlg012.perseus-grc2	Υπὲρ Εὐφιλήτου	tlg0017	tlg012	tlg0017.tlg012.perseus-grc2	tlg0017.tlg012.perseus-eng2	Oratores
urn:cts:greekLit:tlg0019.tlg003	eng	Clouds	urn:cts:greekLit:tlg0019.tlg003.perseus-eng1	urn:cts:greekLit:tlg0019.tlg003.perseus-grc2	Νεφέλαι	tlg0019	tlg003	tlg0019.tlg003.perseus-grc2	tlg0019.tlg003.perseus-eng1	Comici
urn:cts:greekLit:tlg0019.tlg006	eng	Birds	urn:cts:greekLit:tlg0019.tlg006.perseus-eng1	urn:cts:greekLit:tlg0019.tlg006.perseus-grc2	Ὄρνιθες	tlg0019	tlg006	tlg0019.tlg006.perseus-grc2	tlg0019.tlg006.perseus-eng1	Comici
urn:cts:greekLit:tlg0020.tlg001	eng	Theogony, Hesiod The Homeric hymns. And Homerica	urn:cts:greekLit:tlg0020.tlg001.perseus-eng2	urn:cts:greekLit:tlg0020.tlg001.perseus-grc2	Theogony, Hesiod The Homeric hymns. And Homerica	tlg0020	tlg001	tlg0020.tlg001.perseus-grc2	tlg0020.tlg001.perseus-eng2	Epici/-ae
urn:cts:greekLit:tlg0020.tlg002	eng	Works and Days, Hesiod The Homeric hymns. And Homerica	urn:cts:greekLit:tlg0020.tlg002.perseus-eng2	urn:cts:greekLit:tlg0020.tlg002.perseus-grc2	Works and Days, Hesiod The Homeric hymns. And Homerica	tlg0020	tlg002	tlg0020.tlg002.perseus-grc2	tlg0020.tlg002.perseus-eng2	Epici/-ae
urn:cts:greekLit:tlg0020.tlg003	eng	Shield of Heracles, Hesiod The Homeric hymns. And Homerica	urn:cts:greekLit:tlg0020.tlg003.perseus-eng2	urn:cts:greekLit:tlg0020.tlg003.perseus-grc2	Shield of Heracles, Hesiod The Homeric hymns. And Homerica	tlg0020	tlg003	tlg0020.tlg003.perseus-grc2	tlg0020.tlg003.perseus-eng2	Epici/-ae
urn:cts:greekLit:tlg0031.tlg001	eng	Matthew	urn:cts:greekLit:tlg0031.tlg001.perseus-eng2	urn:cts:greekLit:tlg0031.tlg001.perseus-grc2	Matthew	tlg0031	tlg001	tlg0031.tlg001.perseus-grc2	tlg0031.tlg001.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg002	eng	Mark	urn:cts:greekLit:tlg0031.tlg002.perseus-eng2	urn:cts:greekLit:tlg0031.tlg002.perseus-grc2	Mark	tlg0031	tlg002	tlg0031.tlg002.perseus-grc2	tlg0031.tlg002.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg003	eng	Luke	urn:cts:greekLit:tlg0031.tlg003.perseus-eng2	urn:cts:greekLit:tlg0031.tlg003.perseus-grc2	Luke	tlg0031	tlg003	tlg0031.tlg003.perseus-grc2	tlg0031.tlg003.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg004	eng	John	urn:cts:greekLit:tlg0031.tlg004.perseus-eng2	urn:cts:greekLit:tlg0031.tlg004.perseus-grc2	John	tlg0031	tlg004	tlg0031.tlg004.perseus-grc2	tlg0031.tlg004.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg005	eng	Acts	urn:cts:greekLit:tlg0031.tlg005.perseus-eng2	urn:cts:greekLit:tlg0031.tlg005.perseus-grc2	Acts	tlg0031	tlg005	tlg0031.tlg005.perseus-grc2	tlg0031.tlg005.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg006	eng	Romans	urn:cts:greekLit:tlg0031.tlg006.perseus-eng2	urn:cts:greekLit:tlg0031.tlg006.perseus-grc2	Romans	tlg0031	tlg006	tlg0031.tlg006.perseus-grc2	tlg0031.tlg006.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg007	eng	1 Corinthians	urn:cts:greekLit:tlg0031.tlg007.perseus-eng2	urn:cts:greekLit:tlg0031.tlg007.perseus-grc2	1 Corinthians	tlg0031	tlg007	tlg0031.tlg007.perseus-grc2	tlg0031.tlg007.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg008	eng	2 Corinthians	urn:cts:greekLit:tlg0031.tlg008.perseus-eng2	urn:cts:greekLit:tlg0031.tlg008.perseus-grc2	2 Corinthians	tlg0031	tlg008	tlg0031.tlg008.perseus-grc2	tlg0031.tlg008.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg009	eng	Galatians	urn:cts:greekLit:tlg0031.tlg009.perseus-eng2	urn:cts:greekLit:tlg0031.tlg009.perseus-grc2	Galatians	tlg0031	tlg009	tlg0031.tlg009.perseus-grc2	tlg0031.tlg009.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg010	eng	Ephesians	urn:cts:greekLit:tlg0031.tlg010.perseus-eng2	urn:cts:greekLit:tlg0031.tlg010.perseus-grc2	Ephesians	tlg0031	tlg010	tlg0031.tlg010.perseus-grc2	tlg0031.tlg010.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg011	eng	Philippians	urn:cts:greekLit:tlg0031.tlg011.perseus-eng2	urn:cts:greekLit:tlg0031.tlg011.perseus-grc2	Philippians	tlg0031	tlg011	tlg0031.tlg011.perseus-grc2	tlg0031.tlg011.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg012	eng	Colossians	urn:cts:greekLit:tlg0031.tlg012.perseus-eng2	urn:cts:greekLit:tlg0031.tlg012.perseus-grc2	Colossians	tlg0031	tlg012	tlg0031.tlg012.perseus-grc2	tlg0031.tlg012.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg013	eng	1 Thessalonians	urn:cts:greekLit:tlg0031.tlg013.perseus-eng2	urn:cts:greekLit:tlg0031.tlg013.perseus-grc2	1 Thessalonians	tlg0031	tlg013	tlg0031.tlg013.perseus-grc2	tlg0031.tlg013.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg014	eng	2 Thessalonians	urn:cts:greekLit:tlg0031.tlg014.perseus-eng2	urn:cts:greekLit:tlg0031.tlg014.perseus-grc2	2 Thessalonians	tlg0031	tlg014	tlg0031.tlg014.perseus-grc2	tlg0031.tlg014.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg015	eng	1 Timothy	urn:cts:greekLit:tlg0031.tlg015.perseus-eng2	urn:cts:greekLit:tlg0031.tlg015.perseus-grc2	1 Timothy	tlg0031	tlg015	tlg0031.tlg015.perseus-grc2	tlg0031.tlg015.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg016	eng	2 Timothy	urn:cts:greekLit:tlg0031.tlg016.perseus-eng2	urn:cts:greekLit:tlg0031.tlg016.perseus-grc2	2 Timothy	tlg0031	tlg016	tlg0031.tlg016.perseus-grc2	tlg0031.tlg016.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg017	eng	Titus	urn:cts:greekLit:tlg0031.tlg017.perseus-eng2	urn:cts:greekLit:tlg0031.tlg017.perseus-grc2	Titus	tlg0031	tlg017	tlg0031.tlg017.perseus-grc2	tlg0031.tlg017.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg018	eng	Philemon	urn:cts:greekLit:tlg0031.tlg018.perseus-eng2	urn:cts:greekLit:tlg0031.tlg018.perseus-grc2	Philemon	tlg0031	tlg018	tlg0031.tlg018.perseus-grc2	tlg0031.tlg018.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg019	eng	Hebrews	urn:cts:greekLit:tlg0031.tlg019.perseus-eng2	urn:cts:greekLit:tlg0031.tlg019.perseus-grc2	Hebrews	tlg0031	tlg019	tlg0031.tlg019.perseus-grc2	tlg0031.tlg019.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg020	eng	James	urn:cts:greekLit:tlg0031.tlg020.perseus-eng2	urn:cts:greekLit:tlg0031.tlg020.perseus-grc2	James	tlg0031	tlg020	tlg0031.tlg020.perseus-grc2	tlg0031.tlg020.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg021	eng	1 Peter	urn:cts:greekLit:tlg0031.tlg021.perseus-eng2	urn:cts:greekLit:tlg0031.tlg021.perseus-grc2	1 Peter	tlg0031	tlg021	tlg0031.tlg021.perseus-grc2	tlg0031.tlg021.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg022	eng	2 Peter	urn:cts:greekLit:tlg0031.tlg022.perseus-eng2	urn:cts:greekLit:tlg0031.tlg022.perseus-grc2	2 Peter	tlg0031	tlg022	tlg0031.tlg022.perseus-grc2	tlg0031.tlg022.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg023	eng	1 John	urn:cts:greekLit:tlg0031.tlg023.perseus-eng2	urn:cts:greekLit:tlg0031.tlg023.perseus-grc2	1 John	tlg0031	tlg023	tlg0031.tlg023.perseus-grc2	tlg0031.tlg023.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg024	eng	2 John	urn:cts:greekLit:tlg0031.tlg024.perseus-eng2	urn:cts:greekLit:tlg0031.tlg024.perseus-grc2	2 John	tlg0031	tlg024	tlg0031.tlg024.perseus-grc2	tlg0031.tlg024.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg025	eng	3 John	urn:cts:greekLit:tlg0031.tlg025.perseus-eng2	urn:cts:greekLit:tlg0031.tlg025.perseus-grc2	3 John	tlg0031	tlg025	tlg0031.tlg025.perseus-grc2	tlg0031.tlg025.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg026	eng	Jude	urn:cts:greekLit:tlg0031.tlg026.perseus-eng2	urn:cts:greekLit:tlg0031.tlg026.perseus-grc2	Jude	tlg0031	tlg026	tlg0031.tlg026.perseus-grc2	tlg0031.tlg026.perseus-eng2	
urn:cts:greekLit:tlg0031.tlg027	eng	Revelation	urn:cts:greekLit:tlg0031.tlg027.perseus-eng2	urn:cts:greekLit:tlg0031.tlg027.perseus-grc2	Revelation	tlg0031	tlg027	tlg0031.tlg027.perseus-grc2	tlg0031.tlg027.perseus-eng2	
urn:cts:greekLit:tlg0032.tlg001	eng	 Hellenica	urn:cts:greekLit:tlg0032.tlg001.perseus-eng2	urn:cts:greekLit:tlg0032.tlg001.perseus-grc2	Hellenica	tlg0032	tlg001	tlg0032.tlg001.perseus-grc2	tlg0032.tlg001.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg002	eng	Memorabilia	urn:cts:greekLit:tlg0032.tlg002.perseus-eng2	urn:cts:greekLit:tlg0032.tlg002.perseus-grc2	Memorabilia	tlg0032	tlg002	tlg0032.tlg002.perseus-grc2	tlg0032.tlg002.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg003	eng	Economics	urn:cts:greekLit:tlg0032.tlg003.perseus-eng2	urn:cts:greekLit:tlg0032.tlg003.perseus-grc2	Economics	tlg0032	tlg003	tlg0032.tlg003.perseus-grc2	tlg0032.tlg003.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg004	eng	Symposium	urn:cts:greekLit:tlg0032.tlg004.perseus-eng2	urn:cts:greekLit:tlg0032.tlg004.perseus-grc2	Symposium	tlg0032	tlg004	tlg0032.tlg004.perseus-grc2	tlg0032.tlg004.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg005	eng	Apology	urn:cts:greekLit:tlg0032.tlg005.perseus-eng2	urn:cts:greekLit:tlg0032.tlg005.perseus-grc2	Apology	tlg0032	tlg005	tlg0032.tlg005.perseus-grc2	tlg0032.tlg005.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg006	eng	Anabasis	urn:cts:greekLit:tlg0032.tlg006.perseus-eng2	urn:cts:greekLit:tlg0032.tlg006.perseus-grc2	Anabasis	tlg0032	tlg006	tlg0032.tlg006.perseus-grc2	tlg0032.tlg006.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg007	eng	Cyropaedia	urn:cts:greekLit:tlg0032.tlg007.perseus-eng2	urn:cts:greekLit:tlg0032.tlg007.perseus-grc2	Cyropaedia	tlg0032	tlg007	tlg0032.tlg007.perseus-grc2	tlg0032.tlg007.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg008	eng	Hiero	urn:cts:greekLit:tlg0032.tlg008.perseus-eng2	urn:cts:greekLit:tlg0032.tlg008.perseus-grc2	Hiero	tlg0032	tlg008	tlg0032.tlg008.perseus-grc2	tlg0032.tlg008.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg009	eng	Agesilaus	urn:cts:greekLit:tlg0032.tlg009.perseus-eng2	urn:cts:greekLit:tlg0032.tlg009.perseus-grc2	Agesilaus	tlg0032	tlg009	tlg0032.tlg009.perseus-grc2	tlg0032.tlg009.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg010	eng	Constitution of the Lacedaimonians	urn:cts:greekLit:tlg0032.tlg010.perseus-eng2	urn:cts:greekLit:tlg0032.tlg010.perseus-grc2	Constitution of the Lacedaimonians	tlg0032	tlg010	tlg0032.tlg010.perseus-grc2	tlg0032.tlg010.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg011	eng	Ways and Means	urn:cts:greekLit:tlg0032.tlg011.perseus-eng2	urn:cts:greekLit:tlg0032.tlg011.perseus-grc2	Ways and Means	tlg0032	tlg011	tlg0032.tlg011.perseus-grc2	tlg0032.tlg011.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg012	eng	On the Cavalry Commander	urn:cts:greekLit:tlg0032.tlg012.perseus-eng2	urn:cts:greekLit:tlg0032.tlg012.perseus-grc2	On the Cavalry Commander	tlg0032	tlg012	tlg0032.tlg012.perseus-grc2	tlg0032.tlg012.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg013	eng	On the Cavalry Commander	urn:cts:greekLit:tlg0032.tlg013.perseus-eng2	urn:cts:greekLit:tlg0032.tlg013.perseus-grc2	On the Cavalry Commander	tlg0032	tlg013	tlg0032.tlg013.perseus-grc2	tlg0032.tlg013.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0032.tlg014	eng	On Hunting	urn:cts:greekLit:tlg0032.tlg014.perseus-eng2	urn:cts:greekLit:tlg0032.tlg014.perseus-grc2	On Hunting	tlg0032	tlg014	tlg0032.tlg014.perseus-grc2	tlg0032.tlg014.perseus-eng2	Historici/-ae
urn:cts:greekLit:tlg0033.tlg001	eng	Olympian Odes	urn:cts:greekLit:tlg0033.tlg001.perseus-eng2	urn:cts:greekLit:tlg0033.tlg001.perseus-grc2	Ὀλυμπιονῖκαι	tlg0033	tlg001	tlg0033.tlg001.perseus-grc2	tlg0033.tlg001.perseus-eng2	Lyrici/-ae
urn:cts:greekLit:tlg0033.tlg002	eng	Pythian Odes	urn:cts:greekLit:tlg0033.tlg002.perseus-eng3	urn:cts:greekLit:tlg0033.tlg002.perseus-grc2	Πυθιονῖκαι	tlg0033	tlg002	tlg0033.tlg002.perseus-grc2	tlg0033.tlg002.perseus-eng3	Lyrici/-ae
urn:cts:greekLit:tlg0033.tlg003	eng	Nemean Odes	urn:cts:greekLit:tlg0033.tlg003.perseus-eng2	urn:cts:greekLit:tlg0033.tlg003.perseus-grc2	Νεμεονῖκαι	tlg0033	tlg003	tlg0033.tlg003.perseus-grc2	tlg0033.tlg003.perseus-eng2	Lyrici/-ae
urn:cts:greekLit:tlg0033.tlg004	eng	Isthmean Odes	urn:cts:greekLit:tlg0033.tlg004.perseus-eng2	urn:cts:greekLit:tlg0033.tlg004.perseus-grc2	Ἰσθμιονῖκαι	tlg0033	tlg004	tlg0033.tlg004.perseus-grc2	tlg0033.tlg004.perseus-eng2	Lyrici/-ae
urn:cts:greekLit:tlg0057.tlg010	eng	On the Natural Faculties	urn:cts:greekLit:tlg0057.tlg010.perseus-eng2	urn:cts:greekLit:tlg0057.tlg010.perseus-grc2	Περί φυσικῶν δυνάμεων	tlg0057	tlg010	tlg0057.tlg010.perseus-grc2	tlg0057.tlg010.perseus-eng2	Medici
