	to_lang	title	to_id	from_id	from_title	authorid	workid	from_file	to_file	author_genre
urn:cts:greekLit:tlg0003.tlg001	eng	The History of the Grecian War	urn:cts:greekLit:tlg0003.tlg001.perseus-eng4	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.perseus-eng4	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	eng	History of the Peloponnesian War	urn:cts:greekLit:tlg0003.tlg001.perseus-eng6	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.perseus-eng6	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	deu	Geschichte des Peloponnesischen Kriegs	urn:cts:greekLit:tlg0003.tlg001.1st1K-ger2	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-ger2	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	deu	Geschichte des Peloponnesischen Kriegs	urn:cts:greekLit:tlg0003.tlg001.1st1K-ger3	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-ger3	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	fre	Histoire de la Guerre du Péloponèse	urn:cts:greekLit:tlg0003.tlg001.1st1K-fre2	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-fre2	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	fre	Histoire de la Guerre du Péloponnése	urn:cts:greekLit:tlg0003.tlg001.1st1K-fre1	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-fre1	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	eng	History of the Peloponnesian War	urn:cts:greekLit:tlg0003.tlg001.1st1K-eng1	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-eng1	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	eng	History of the Peloponnesian War	urn:cts:greekLit:tlg0003.tlg001.1st1K-eng2	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-eng2	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	lat	Historia Belli Peloponnesiaci	urn:cts:greekLit:tlg0003.tlg001.1st1K-lat2	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-lat2	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	ger	Vier Staatsreden aus Thucydides	urn:cts:greekLit:tlg0003.tlg001.1st1K-ger1	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-ger1	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	ger	Die Rede des Perikles für die Gefallenen	urn:cts:greekLit:tlg0003.tlg001.1st1K-ger4	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-ger4	Historici/-ae
urn:cts:greekLit:tlg0003.tlg001	ita	La storia di Tucidide	urn:cts:greekLit:tlg0003.tlg001.1st1K-ita1	urn:cts:greekLit:tlg0003.tlg001.perseus-grc2	Ἱστορίαι	tlg0003	tlg001	tlg0003.tlg001.perseus-grc2	tlg0003.tlg001.1st1K-ita1	Historici/-ae
urn:cts:greekLit:tlg0004.tlg001	eng	Lives of Eminent Philosophers	urn:cts:greekLit:tlg0004.tlg001.perseus-eng2	urn:cts:greekLit:tlg0004.tlg001.perseus-grc2	Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων	tlg0004	tlg001	tlg0004.tlg001.perseus-grc2	tlg0004.tlg001.perseus-eng2	Biographi
urn:cts:greekLit:tlg0006.tlg001	eng	The Cyclops	urn:cts:greekLit:tlg0006.tlg001.perseus-eng2	urn:cts:greekLit:tlg0006.tlg001.perseus-grc2	Κύκλωψ	tlg0006	tlg001	tlg0006.tlg001.perseus-grc2	tlg0006.tlg001.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg002	eng	Alcestis	urn:cts:greekLit:tlg0006.tlg002.perseus-eng2	urn:cts:greekLit:tlg0006.tlg002.perseus-grc2	Ἄλκηστις	tlg0006	tlg002	tlg0006.tlg002.perseus-grc2	tlg0006.tlg002.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg003	eng	Medea	urn:cts:greekLit:tlg0006.tlg003.perseus-eng2	urn:cts:greekLit:tlg0006.tlg003.perseus-grc2	Μήδεια	tlg0006	tlg003	tlg0006.tlg003.perseus-grc2	tlg0006.tlg003.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg004	eng	Heracleidae	urn:cts:greekLit:tlg0006.tlg004.perseus-eng2	urn:cts:greekLit:tlg0006.tlg004.perseus-grc2	Ἡρακλεῖδαι	tlg0006	tlg004	tlg0006.tlg004.perseus-grc2	tlg0006.tlg004.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg005	eng	Hippolytus	urn:cts:greekLit:tlg0006.tlg005.perseus-eng2	urn:cts:greekLit:tlg0006.tlg005.perseus-grc2	Ἱππόλυτος	tlg0006	tlg005	tlg0006.tlg005.perseus-grc2	tlg0006.tlg005.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg006	eng	Andromache	urn:cts:greekLit:tlg0006.tlg006.perseus-eng2	urn:cts:greekLit:tlg0006.tlg006.perseus-grc2	Ἀνδρομάχη	tlg0006	tlg006	tlg0006.tlg006.perseus-grc2	tlg0006.tlg006.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg007	eng	Hecuba	urn:cts:greekLit:tlg0006.tlg007.perseus-eng2	urn:cts:greekLit:tlg0006.tlg007.perseus-grc2	Ἑκάβη	tlg0006	tlg007	tlg0006.tlg007.perseus-grc2	tlg0006.tlg007.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg008	eng	The Suppliants	urn:cts:greekLit:tlg0006.tlg008.perseus-eng2	urn:cts:greekLit:tlg0006.tlg008.perseus-grc2	Ἱκέτιδες	tlg0006	tlg008	tlg0006.tlg008.perseus-grc2	tlg0006.tlg008.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg009	eng	Heracles Mad	urn:cts:greekLit:tlg0006.tlg009.perseus-eng2	urn:cts:greekLit:tlg0006.tlg009.perseus-grc2	Ἡρακλῆς	tlg0006	tlg009	tlg0006.tlg009.perseus-grc2	tlg0006.tlg009.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg010	eng	Ion	urn:cts:greekLit:tlg0006.tlg010.perseus-eng2	urn:cts:greekLit:tlg0006.tlg010.perseus-grc2	Ἴων	tlg0006	tlg010	tlg0006.tlg010.perseus-grc2	tlg0006.tlg010.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg011	eng	The Trojan Women	urn:cts:greekLit:tlg0006.tlg011.perseus-eng2	urn:cts:greekLit:tlg0006.tlg011.perseus-grc2	Τρῳάδες	tlg0006	tlg011	tlg0006.tlg011.perseus-grc2	tlg0006.tlg011.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg012	eng	Electra	urn:cts:greekLit:tlg0006.tlg012.perseus-eng2	urn:cts:greekLit:tlg0006.tlg012.perseus-grc2	Ἠλέκτρα	tlg0006	tlg012	tlg0006.tlg012.perseus-grc2	tlg0006.tlg012.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg013	eng	Iphigenia Among the Tauri	urn:cts:greekLit:tlg0006.tlg013.perseus-eng2	urn:cts:greekLit:tlg0006.tlg013.perseus-grc2	Ἰφιγένεια ἐν Ταύροις	tlg0006	tlg013	tlg0006.tlg013.perseus-grc2	tlg0006.tlg013.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg014	eng	Helen	urn:cts:greekLit:tlg0006.tlg014.perseus-eng2	urn:cts:greekLit:tlg0006.tlg014.perseus-grc2	Ἑλένη	tlg0006	tlg014	tlg0006.tlg014.perseus-grc2	tlg0006.tlg014.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg015	eng	The Phoenician Maidens	urn:cts:greekLit:tlg0006.tlg015.perseus-eng2	urn:cts:greekLit:tlg0006.tlg015.perseus-grc2	Φοίνισσαι	tlg0006	tlg015	tlg0006.tlg015.perseus-grc2	tlg0006.tlg015.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg016	eng	Orestes	urn:cts:greekLit:tlg0006.tlg016.perseus-eng2	urn:cts:greekLit:tlg0006.tlg016.perseus-grc2	Ὀρέστης	tlg0006	tlg016	tlg0006.tlg016.perseus-grc2	tlg0006.tlg016.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg017	eng	The Bacchae	urn:cts:greekLit:tlg0006.tlg017.perseus-eng2	urn:cts:greekLit:tlg0006.tlg017.perseus-grc2	Βάκχαι	tlg0006	tlg017	tlg0006.tlg017.perseus-grc2	tlg0006.tlg017.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg018	eng	Iphigenia at Aulis	urn:cts:greekLit:tlg0006.tlg018.perseus-eng2	urn:cts:greekLit:tlg0006.tlg018.perseus-grc2	Ἰφιγένεια ἐν Αὐλίδι	tlg0006	tlg018	tlg0006.tlg018.perseus-grc2	tlg0006.tlg018.perseus-eng2	Tragici
urn:cts:greekLit:tlg0006.tlg019	eng	Rhesus	urn:cts:greekLit:tlg0006.tlg019.perseus-eng3	urn:cts:greekLit:tlg0006.tlg019.perseus-grc2	Ῥῆσος	tlg0006	tlg019	tlg0006.tlg019.perseus-grc2	tlg0006.tlg019.perseus-eng3	Tragici
urn:cts:greekLit:tlg0006.tlg019	eng	Rhesus	urn:cts:greekLit:tlg0006.tlg019.perseus-eng4	urn:cts:greekLit:tlg0006.tlg019.perseus-grc2	Ῥῆσος	tlg0006	tlg019	tlg0006.tlg019.perseus-grc2	tlg0006.tlg019.perseus-eng4	Tragici
urn:cts:greekLit:tlg0007.tlg001	eng	Theseus	urn:cts:greekLit:tlg0007.tlg001.perseus-eng3	urn:cts:greekLit:tlg0007.tlg001.perseus-grc2	Θησεύς	tlg0007	tlg001	tlg0007.tlg001.perseus-grc2	tlg0007.tlg001.perseus-eng3	Biographi
urn:cts:greekLit:tlg0007.tlg002	eng	Romulus	urn:cts:greekLit:tlg0007.tlg002.perseus-eng2	urn:cts:greekLit:tlg0007.tlg002.perseus-grc2	Ῥωμύλος	tlg0007	tlg002	tlg0007.tlg002.perseus-grc2	tlg0007.tlg002.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg003	eng	Comparison of Theseus and Romulus	urn:cts:greekLit:tlg0007.tlg003.perseus-eng2	urn:cts:greekLit:tlg0007.tlg003.perseus-grc2	Θησέως καὶ Ῥωμύλου σύγκρισις	tlg0007	tlg003	tlg0007.tlg003.perseus-grc2	tlg0007.tlg003.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg004	eng	Lycurgus	urn:cts:greekLit:tlg0007.tlg004.perseus-eng2	urn:cts:greekLit:tlg0007.tlg004.perseus-grc2	Λυκοῦργος	tlg0007	tlg004	tlg0007.tlg004.perseus-grc2	tlg0007.tlg004.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg005	eng	Numa	urn:cts:greekLit:tlg0007.tlg005.perseus-eng2	urn:cts:greekLit:tlg0007.tlg005.perseus-grc2	Νομᾶς	tlg0007	tlg005	tlg0007.tlg005.perseus-grc2	tlg0007.tlg005.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg006	eng	Comparison of Lycurgus and Numa	urn:cts:greekLit:tlg0007.tlg006.perseus-eng2	urn:cts:greekLit:tlg0007.tlg006.perseus-grc2	Λυκούργου καὶ Νομᾶ σύγκρισις	tlg0007	tlg006	tlg0007.tlg006.perseus-grc2	tlg0007.tlg006.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg007	eng	Solon	urn:cts:greekLit:tlg0007.tlg007.perseus-eng2	urn:cts:greekLit:tlg0007.tlg007.perseus-grc2	Σόλων	tlg0007	tlg007	tlg0007.tlg007.perseus-grc2	tlg0007.tlg007.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg008	eng	Publicola	urn:cts:greekLit:tlg0007.tlg008.perseus-eng2	urn:cts:greekLit:tlg0007.tlg008.perseus-grc2	Ποπλικόλας	tlg0007	tlg008	tlg0007.tlg008.perseus-grc2	tlg0007.tlg008.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg009	eng	Comparison of Solon and Publicola	urn:cts:greekLit:tlg0007.tlg009.perseus-eng2	urn:cts:greekLit:tlg0007.tlg009.perseus-grc2	Σόλωνος καὶ Ποπλικόλα σύγκρισις	tlg0007	tlg009	tlg0007.tlg009.perseus-grc2	tlg0007.tlg009.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg010	eng	Themistocles	urn:cts:greekLit:tlg0007.tlg010.perseus-eng2	urn:cts:greekLit:tlg0007.tlg010.perseus-grc2	Θεμιστοκλῆς	tlg0007	tlg010	tlg0007.tlg010.perseus-grc2	tlg0007.tlg010.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg011	eng	Camillus	urn:cts:greekLit:tlg0007.tlg011.perseus-eng2	urn:cts:greekLit:tlg0007.tlg011.perseus-grc2	Κάμιλλος	tlg0007	tlg011	tlg0007.tlg011.perseus-grc2	tlg0007.tlg011.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg012	eng	Pericles	urn:cts:greekLit:tlg0007.tlg012.perseus-eng2	urn:cts:greekLit:tlg0007.tlg012.perseus-grc2	Περικλῆς	tlg0007	tlg012	tlg0007.tlg012.perseus-grc2	tlg0007.tlg012.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg013	eng	Fabius Maximus	urn:cts:greekLit:tlg0007.tlg013.perseus-eng2	urn:cts:greekLit:tlg0007.tlg013.perseus-grc2	Φάβιος Μάξιμος	tlg0007	tlg013	tlg0007.tlg013.perseus-grc2	tlg0007.tlg013.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg014	eng	Comparison of Pericles and Fabius Maximus	urn:cts:greekLit:tlg0007.tlg014.perseus-eng2	urn:cts:greekLit:tlg0007.tlg014.perseus-grc2	Περικλέους καὶ Φαβίου σύγκρισις	tlg0007	tlg014	tlg0007.tlg014.perseus-grc2	tlg0007.tlg014.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg015	eng	Alcibiades	urn:cts:greekLit:tlg0007.tlg015.perseus-eng2	urn:cts:greekLit:tlg0007.tlg015.perseus-grc2	Ἀλκιβιάδης	tlg0007	tlg015	tlg0007.tlg015.perseus-grc2	tlg0007.tlg015.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg016	eng	Caius Marcius Coriolanus	urn:cts:greekLit:tlg0007.tlg016.perseus-eng2	urn:cts:greekLit:tlg0007.tlg016.perseus-grc2	Γάϊος Μάρκιος	tlg0007	tlg016	tlg0007.tlg016.perseus-grc2	tlg0007.tlg016.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg017	eng	Comparison of Alcibiades and Coriolanus	urn:cts:greekLit:tlg0007.tlg017.perseus-eng2	urn:cts:greekLit:tlg0007.tlg017.perseus-grc2	Ἀλκιβιάδου καὶ Κοριολὰνου σύγκρισις	tlg0007	tlg017	tlg0007.tlg017.perseus-grc2	tlg0007.tlg017.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg018	eng	Timoleon	urn:cts:greekLit:tlg0007.tlg018.perseus-eng2	urn:cts:greekLit:tlg0007.tlg018.perseus-grc2	Timoleon	tlg0007	tlg018	tlg0007.tlg018.perseus-grc2	tlg0007.tlg018.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg019	eng	Aemilius Paulus	urn:cts:greekLit:tlg0007.tlg019.perseus-eng2	urn:cts:greekLit:tlg0007.tlg019.perseus-grc2	Aemilius Paulus	tlg0007	tlg019	tlg0007.tlg019.perseus-grc2	tlg0007.tlg019.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg020	eng	Comparison of Timoleon and Aemilius	urn:cts:greekLit:tlg0007.tlg020.perseus-eng2	urn:cts:greekLit:tlg0007.tlg020.perseus-grc2	Comparison of Timoleon and Aemilius	tlg0007	tlg020	tlg0007.tlg020.perseus-grc2	tlg0007.tlg020.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg021	eng	Pelopidas	urn:cts:greekLit:tlg0007.tlg021.perseus-eng2	urn:cts:greekLit:tlg0007.tlg021.perseus-grc2	Πελοπίδας	tlg0007	tlg021	tlg0007.tlg021.perseus-grc2	tlg0007.tlg021.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg022	eng	Marcellus	urn:cts:greekLit:tlg0007.tlg022.perseus-eng2	urn:cts:greekLit:tlg0007.tlg022.perseus-grc2	Μάρκελλος	tlg0007	tlg022	tlg0007.tlg022.perseus-grc2	tlg0007.tlg022.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg023	eng	Comparison of Pelopidas and Marcellus	urn:cts:greekLit:tlg0007.tlg023.perseus-eng2	urn:cts:greekLit:tlg0007.tlg023.perseus-grc2	Πελοπίδου καὶ Μαρκέλλου σύγκρισις	tlg0007	tlg023	tlg0007.tlg023.perseus-grc2	tlg0007.tlg023.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg024	eng	Aristides	urn:cts:greekLit:tlg0007.tlg024.perseus-eng2	urn:cts:greekLit:tlg0007.tlg024.perseus-grc2	Ἀριστείδης	tlg0007	tlg024	tlg0007.tlg024.perseus-grc2	tlg0007.tlg024.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg025	eng	Marcus Cato	urn:cts:greekLit:tlg0007.tlg025.perseus-eng2	urn:cts:greekLit:tlg0007.tlg025.perseus-grc2	Μάρκος Κάτων	tlg0007	tlg025	tlg0007.tlg025.perseus-grc2	tlg0007.tlg025.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg026	eng	Comparison of Aristides and Marcus Cato	urn:cts:greekLit:tlg0007.tlg026.perseus-eng2	urn:cts:greekLit:tlg0007.tlg026.perseus-grc2	Ἀριστείδου καὶ Κάτωνος σύγκρισις	tlg0007	tlg026	tlg0007.tlg026.perseus-grc2	tlg0007.tlg026.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg027	eng	Philopoemen	urn:cts:greekLit:tlg0007.tlg027.perseus-eng2	urn:cts:greekLit:tlg0007.tlg027.perseus-grc2	Philopoemen	tlg0007	tlg027	tlg0007.tlg027.perseus-grc2	tlg0007.tlg027.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg028	eng	Titus Flamininus	urn:cts:greekLit:tlg0007.tlg028.perseus-eng2	urn:cts:greekLit:tlg0007.tlg028.perseus-grc2	Titus Flamininus	tlg0007	tlg028	tlg0007.tlg028.perseus-grc2	tlg0007.tlg028.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg029	eng	Comparison of Philopoemen and Titus	urn:cts:greekLit:tlg0007.tlg029.perseus-eng2	urn:cts:greekLit:tlg0007.tlg029.perseus-grc2	Comparison of Philopoemen and Titus	tlg0007	tlg029	tlg0007.tlg029.perseus-grc2	tlg0007.tlg029.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg030	eng	Pyrrhus	urn:cts:greekLit:tlg0007.tlg030.perseus-eng2	urn:cts:greekLit:tlg0007.tlg030.perseus-grc2	Pyrrhus	tlg0007	tlg030	tlg0007.tlg030.perseus-grc2	tlg0007.tlg030.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg031	eng	Caius Marius	urn:cts:greekLit:tlg0007.tlg031.perseus-eng2	urn:cts:greekLit:tlg0007.tlg031.perseus-grc2	Caius Marius	tlg0007	tlg031	tlg0007.tlg031.perseus-grc2	tlg0007.tlg031.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg032	eng	Lysander	urn:cts:greekLit:tlg0007.tlg032.perseus-eng2	urn:cts:greekLit:tlg0007.tlg032.perseus-grc2	Λύσανδρος	tlg0007	tlg032	tlg0007.tlg032.perseus-grc2	tlg0007.tlg032.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg033	eng	Sulla	urn:cts:greekLit:tlg0007.tlg033.perseus-eng2	urn:cts:greekLit:tlg0007.tlg033.perseus-grc2	Σύλλας	tlg0007	tlg033	tlg0007.tlg033.perseus-grc2	tlg0007.tlg033.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg034	eng	Comparison of Lysander and Sulla	urn:cts:greekLit:tlg0007.tlg034.perseus-eng2	urn:cts:greekLit:tlg0007.tlg034.perseus-grc2	Σύγκρισις Λυσάνδρου καὶ Σύλλα	tlg0007	tlg034	tlg0007.tlg034.perseus-grc2	tlg0007.tlg034.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg035	eng	Cimon	urn:cts:greekLit:tlg0007.tlg035.perseus-eng2	urn:cts:greekLit:tlg0007.tlg035.perseus-grc2	Κίμων	tlg0007	tlg035	tlg0007.tlg035.perseus-grc2	tlg0007.tlg035.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg036	eng	Lucullus	urn:cts:greekLit:tlg0007.tlg036.perseus-eng2	urn:cts:greekLit:tlg0007.tlg036.perseus-grc2	Λούκουλλος	tlg0007	tlg036	tlg0007.tlg036.perseus-grc2	tlg0007.tlg036.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg037	eng	Comparison of Lucullus and Cimon	urn:cts:greekLit:tlg0007.tlg037.perseus-eng2	urn:cts:greekLit:tlg0007.tlg037.perseus-grc2	Κίμωνος καὶ Λουκούλλος σύγκρισις	tlg0007	tlg037	tlg0007.tlg037.perseus-grc2	tlg0007.tlg037.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg038	eng	Nicias	urn:cts:greekLit:tlg0007.tlg038.perseus-eng2	urn:cts:greekLit:tlg0007.tlg038.perseus-grc2	Νικίας	tlg0007	tlg038	tlg0007.tlg038.perseus-grc2	tlg0007.tlg038.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg039	eng	Crassus	urn:cts:greekLit:tlg0007.tlg039.perseus-eng2	urn:cts:greekLit:tlg0007.tlg039.perseus-grc2	Κράσσος	tlg0007	tlg039	tlg0007.tlg039.perseus-grc2	tlg0007.tlg039.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg040	eng	Comparison of Nicias and Crassus	urn:cts:greekLit:tlg0007.tlg040.perseus-eng2	urn:cts:greekLit:tlg0007.tlg040.perseus-grc2	Νικίου καὶ Κράσσου σύγκρισις	tlg0007	tlg040	tlg0007.tlg040.perseus-grc2	tlg0007.tlg040.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg041	eng	Eumenes	urn:cts:greekLit:tlg0007.tlg041.perseus-eng2	urn:cts:greekLit:tlg0007.tlg041.perseus-grc2	Eumenes	tlg0007	tlg041	tlg0007.tlg041.perseus-grc2	tlg0007.tlg041.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg042	eng	Sertorius	urn:cts:greekLit:tlg0007.tlg042.perseus-eng2	urn:cts:greekLit:tlg0007.tlg042.perseus-grc2	Sertorius	tlg0007	tlg042	tlg0007.tlg042.perseus-grc2	tlg0007.tlg042.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg043	eng	Comparison of Sertorius and Eumenes	urn:cts:greekLit:tlg0007.tlg043.perseus-eng2	urn:cts:greekLit:tlg0007.tlg043.perseus-grc2	Comparison of Sertorius and Eumenes	tlg0007	tlg043	tlg0007.tlg043.perseus-grc2	tlg0007.tlg043.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg044	eng	Agesilaus	urn:cts:greekLit:tlg0007.tlg044.perseus-eng2	urn:cts:greekLit:tlg0007.tlg044.perseus-grc2	Ἀγησίλαος	tlg0007	tlg044	tlg0007.tlg044.perseus-grc2	tlg0007.tlg044.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg045	eng	Pompey	urn:cts:greekLit:tlg0007.tlg045.perseus-eng2	urn:cts:greekLit:tlg0007.tlg045.perseus-grc2	Πομπήϊος	tlg0007	tlg045	tlg0007.tlg045.perseus-grc2	tlg0007.tlg045.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg046	eng	Comparison of Agesilaus and Pompey	urn:cts:greekLit:tlg0007.tlg046.perseus-eng2	urn:cts:greekLit:tlg0007.tlg046.perseus-grc2	Ἀγησιλάου καὶ Πομπηΐου σύγκρισις	tlg0007	tlg046	tlg0007.tlg046.perseus-grc2	tlg0007.tlg046.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg047	eng	Alexander	urn:cts:greekLit:tlg0007.tlg047.perseus-eng2	urn:cts:greekLit:tlg0007.tlg047.perseus-grc2	Alexander	tlg0007	tlg047	tlg0007.tlg047.perseus-grc2	tlg0007.tlg047.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg048	eng	Caesar	urn:cts:greekLit:tlg0007.tlg048.perseus-eng2	urn:cts:greekLit:tlg0007.tlg048.perseus-grc2	Caesar	tlg0007	tlg048	tlg0007.tlg048.perseus-grc2	tlg0007.tlg048.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg049	eng	Phocion	urn:cts:greekLit:tlg0007.tlg049.perseus-eng2	urn:cts:greekLit:tlg0007.tlg049.perseus-grc2	Phocion	tlg0007	tlg049	tlg0007.tlg049.perseus-grc2	tlg0007.tlg049.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg050	eng	Cato the Younger	urn:cts:greekLit:tlg0007.tlg050.perseus-eng2	urn:cts:greekLit:tlg0007.tlg050.perseus-grc2	Cato the Younger	tlg0007	tlg050	tlg0007.tlg050.perseus-grc2	tlg0007.tlg050.perseus-eng2	Biographi
urn:cts:greekLit:tlg0007.tlg051	eng	Agis and Cleomenes	urn:cts:greekLit:tlg0007.tlg051.perseus-eng1	urn:cts:greekLit:tlg0007.tlg051.perseus-grc1	Agis and Cleomenes	tlg0007	tlg051	tlg0007.tlg051.perseus-grc1	tlg0007.tlg051.perseus-eng1	Biographi
urn:cts:greekLit:tlg0007.tlg052	eng	Tiberius and Caius Gracchus	urn:cts:greekLit:tlg0007.tlg052.perseus-eng1	urn:cts:greekLit:tlg0007.tlg052.perseus-grc1	Tiberius and Caius Gracchus	tlg0007	tlg052	tlg0007.tlg052.perseus-grc1	tlg0007.tlg052.perseus-eng1	Biographi
urn:cts:greekLit:tlg0007.tlg053	eng	Comparison of Agis and Cleomenes and the Gracchi	urn:cts:greekLit:tlg0007.tlg053.perseus-eng2	urn:cts:greekLit:tlg0007.tlg053.perseus-grc2	Comparison of Agis and Cleomenes and the Gracchi	tlg0007	tlg053	tlg0007.tlg053.perseus-grc2	tlg0007.tlg053.perseus-eng2	Biographi
